Area ID,Area Name,Battle Type,Doll ID,Type,Name,Affection,Oathed,Skill1,Skill2,Equip1,Equip2,Equip3,Combat Effectiveness,Predicted Damage,Rank
714,Elementary4,Night,194,AR,K2,100,0,10,0,Optical,HV Round,T-Exo,5329,466,25
714,Elementary4,Night,106,AR,FAL,100,0,9,0,Optical,HV Round,T-Exo,5304,464,26
714,Elementary4,Night,14,HG,Astra,100,0,8,0,Silencer,Exclusive,T-Exo,3319,456,27
714,Elementary4,Night,274,AR,ACR,100,0,10,0,Optical,HV Round,T-Exo,5127,448,28
714,Elementary4,Night,119,AR,OTs-14,100,0,9,0,Optical,HV Round,T-Exo,5111,447,29
714,Elementary4,Night,215,AR,MDR,100,0,1,0,Exclusive,HV Round,T-Exo,5066,443,30
714,Elementary4,Night,20071,AR,Galil Mod,100,0,2,1,Optical,HV Round,Exclusive,5013,438,31
714,Elementary4,Night,1028,SMG,Agent Vector,100,0,8,0,T-Exo,Exclusive,Red Dot,5542,415,32
714,Elementary4,Night,20039,RF,Mosin-Nagant Mod,200,1,9,8,AP Round,Exclusive,Exclusive,7500,375,33
714,Elementary4,Night,20053,RF,NTW-20 Mod,95,0,10,10,Exclusive,Optical,Camo Cloak,7203,360,34
714,Elementary4,Night,20252,RF,KSVK Mod,95.3911,0,10,10,Exclusive,Optical,Camo Cloak,7068,353,35
714,Elementary4,Night,266,RF,R93,100,0,10,0,AP Round,Optical,Camo Cloak,6957,347,36
714,Elementary4,Night,125,MG,Gr MG4,100,0,8,0,Special AP Round,Exclusive,Ammo Box,13821,345,37
714,Elementary4,Night,20037,RF,M14 Mod,100,0,10,10,AP Round,Exclusive,Camo Cloak,6906,345,38
714,Elementary4,Night,50,RF,Lee Enfield,95,0,8,0,AP Round,Exclusive,Camo Cloak,6903,345,39
714,Elementary4,Night,36,RF,Springfield,100,0,3,0,Exclusive,Optical,Camo Cloak,6881,344,40
714,Elementary4,Night,20081,MG,LWMMG Mod,109.1313,1,8,8,Special AP Round,Exclusive,Ammo Box,13632,340,41
714,Elementary4,Night,48,RF,WA2000,100,0,10,0,AP Round,Optical,Camo Cloak,6735,336,42
714,Elementary4,Night,20095,RF,Type88 Mod,100,0,10,10,Exclusive,Exclusive,Camo Cloak,6644,332,43
714,Elementary4,Night,296,RF,Gr SL8,100,0,8,0,AP Round,Optical,Camo Cloak,6654,332,44
714,Elementary4,Night,20044,RF,SV-98 Mod,100,0,9,8,AP Round,Optical,Exclusive,6578,328,45
714,Elementary4,Night,1024,RF,Rico,100,0,10,0,AP Round,Optical,Exclusive,6422,321,46
714,Elementary4,Night,253,MG,Lewis,100,0,3,0,Special AP Round,Red Dot,Ammo Box,12556,313,47
714,Elementary4,Night,188,SG,S.A.T.8,100,0,8,0,Armor Plate,Buckshot Shell,Holographic,7827,293,48
714,Elementary4,Night,157,SG,Am KSG,100,0,8,0,Armor Plate,Buckshot Shell,Holographic,7497,281,49
714,Elementary4,Night,20154,SG,M500 Mod,100,0,10,8,Armor Plate,Slug Shell,Holographic,7269,272,50
714,Elementary4,Night,323,SG,LTLX7000,100,0,10,0,Armor Plate,Slug Shell,Holographic,6987,262,51
714,Elementary4,Night,20075,MG,M1918 Mod,100,0,8,10,AP Round,Optical,Exclusive,8671,216,52
714,Elementary4,Night,127,SMG,Type79,100,0,1,0,T-Exo,Exclusive,Holographic,2750,206,53
714,Elementary4,Night,109,MG,Gr MG5,100,0,10,0,AP Round,Holographic,Ammo Box,8067,201,54
714,Elementary4,Night,276,MG,Kord,95.6258,0,10,0,AP Round,Holographic,Ammo Box,7958,198,55
714,Elementary4,Night,292,MG,RPK-16,100,0,10,0,Sniper Round,Holographic,Ammo Box,7348,183,56
714,Elementary4,Night,1029,AR,Agent 416,50,0,1,0,Silencer,Exclusive,T-Exo,286,25,57
714,Elementary4,Night,317,RF,Mondragon M1908,50,0,1,0,Sniper Round,Silencer,Exclusive,255,12,58
714,Elementary4,Night,1031,RF,Pekola,50,0,1,0,Sniper Round,Silencer,Exclusive,236,11,59
718,Elementary8,Night,20055,AR,M4A1 Mod,200,1,10,10,Optical,HV Round,Exclusive,8492,1167,1
718,Elementary8,Night,20065,AR,416 Mod,200,1,10,10,Exclusive,HV Round,Exclusive,7556,1038,2
718,Elementary8,Night,73,AR,AUG,150,1,10,0,Holographic,HV Round,Chip,6236,1028,3
718,Elementary8,Night,20122,AR,Gr G11 Mod,100,0,10,2,Optical,HV Round,Exclusive,7362,1012,4
718,Elementary8,Night,20056,AR,M4 SOPMOD II Mod,200,1,10,10,Optical,Exclusive,HV Round,7240,995,5
718,Elementary8,Night,106,AR,FAL,100,0,9,0,Red Dot,HV Round,Chip,5788,955,6
718,Elementary8,Night,20057,AR,ST AR-15 Mod,200,1,10,10,Optical,Exclusive,Exclusive,6874,945,7
718,Elementary8,Night,54,AR,M16A1,100,0,4,0,HV Round,Armor Plate,Exclusive,6488,892,8
718,Elementary8,Night,206,AR,AK-12,150,1,10,0,Holographic,HV Round,Chip,6446,886,9
718,Elementary8,Night,125,MG,Gr MG4,100,0,8,0,Special AP Round,Exclusive,Ammo Box,13821,863,10
718,Elementary8,Night,20081,MG,LWMMG Mod,109.1313,1,8,8,Special AP Round,Exclusive,Ammo Box,13632,852,11
718,Elementary8,Night,253,MG,Lewis,100,0,3,0,Special AP Round,Auxiliary Sights,Ammo Box,13503,843,12
718,Elementary8,Night,1027,AR,Angelica,100,0,10,0,Optical,HV Round,Exclusive,5941,816,13
718,Elementary8,Night,205,AR,AN-94,150,1,10,0,Optical,HV Round,T-Exo,5867,806,14
718,Elementary8,Night,20060,AR,AS Val Mod,100,0,10,10,Optical,Exclusive,T-Exo,5723,786,15
718,Elementary8,Night,20064,AR,Gr G36 Mod,100,0,8,8,Exclusive,HV Round,T-Exo,5641,775,16
718,Elementary8,Night,20061,AR,StG44 Mod,200,1,8,1,Optical,Exclusive,T-Exo,5629,773,17
718,Elementary8,Night,171,AR,Ribeyrolles,100,0,1,0,Optical,HV Round,T-Exo,4636,764,18
718,Elementary8,Night,194,AR,K2,100,0,10,0,Optical,HV Round,T-Exo,5329,732,19
718,Elementary8,Night,274,AR,ACR,100,0,10,0,Optical,HV Round,T-Exo,5127,704,20
718,Elementary8,Night,119,AR,OTs-14,100,0,9,0,Optical,HV Round,T-Exo,5111,702,21
718,Elementary8,Night,215,AR,MDR,100,0,1,0,Exclusive,HV Round,T-Exo,5066,696,22
718,Elementary8,Night,183,HG,Contender,90.2473,0,10,0,Silencer,AP Round,T-Exo,4756,653,23
718,Elementary8,Night,20097,HG,M950A Mod,100,0,10,10,Exclusive,HP Round,X-Exo,4377,601,24
718,Elementary8,Night,20007,HG,Stechkin Mod,100,0,10,8,Silencer,HP Round,Exclusive,4098,563,25
718,Elementary8,Night,20001,HG,SAA Mod,100,0,10,10,Exclusive,HP Round,T-Exo,3968,545,26
718,Elementary8,Night,20026,SMG,Gr MP5 Mod,150.3842,1,10,10,Exclusive,HP Round,Exclusive,7245,543,27
718,Elementary8,Night,20075,MG,M1918 Mod,100,0,8,10,AP Round,Optical,Exclusive,8671,541,28
718,Elementary8,Night,20143,SMG,RO635 Mod,119.8058,1,10,8,Exclusive,HP Round,Red Dot,7095,532,29
718,Elementary8,Night,242,HG,P22,100,0,10,0,Silencer,HP Round,X-Exo,3865,531,30
718,Elementary8,Night,276,MG,Kord,95.6258,0,10,0,AP Round,Red Dot,Ammo Box,8422,526,31
718,Elementary8,Night,109,MG,Gr MG5,100,0,10,0,AP Round,Red Dot,Ammo Box,8367,522,32
718,Elementary8,Night,250,HG,HS2000,100,0,10,0,Silencer,HP Round,X-Exo,3783,520,33
718,Elementary8,Night,4,HG,Python,90.2473,0,10,0,Silencer,HP Round,T-Exo,3739,514,34
718,Elementary8,Night,96,HG,Grizzly,100,0,10,0,Silencer,HP Round,T-Exo,3737,513,35
718,Elementary8,Night,292,MG,RPK-16,100,0,10,0,AP Round,Optical,Ammo Box,7955,497,36
718,Elementary8,Night,213,SMG,C-MS,100,0,10,0,T-Exo,AP Round,Holographic,6555,491,37
718,Elementary8,Night,188,SG,S.A.T.8,100,0,8,0,Armor Plate,Buckshot Shell,Holographic,7827,489,38
718,Elementary8,Night,157,SG,Am KSG,100,0,8,0,Armor Plate,Buckshot Shell,Holographic,7497,468,39
718,Elementary8,Night,14,HG,Astra,100,0,8,0,Silencer,Exclusive,T-Exo,3319,456,40
718,Elementary8,Night,20154,SG,M500 Mod,100,0,10,8,Armor Plate,Slug Shell,Holographic,7269,454,41
718,Elementary8,Night,323,SG,LTLX7000,100,0,10,0,Armor Plate,Slug Shell,Holographic,6987,436,42
718,Elementary8,Night,1028,SMG,Agent Vector,100,0,8,0,T-Exo,Exclusive,Holographic,5462,409,43
718,Elementary8,Night,20039,RF,Mosin-Nagant Mod,200,1,9,8,AP Round,Exclusive,Exclusive,7500,281,44
718,Elementary8,Night,20053,RF,NTW-20 Mod,95,0,10,10,Exclusive,Optical,Camo Cloak,7203,270,45
718,Elementary8,Night,20252,RF,KSVK Mod,95.3911,0,10,10,Exclusive,Optical,Camo Cloak,7068,265,46
718,Elementary8,Night,266,RF,R93,100,0,10,0,AP Round,Optical,Camo Cloak,6957,260,47
718,Elementary8,Night,36,RF,Springfield,100,0,3,0,Exclusive,Optical,Camo Cloak,6881,258,48
718,Elementary8,Night,20037,RF,M14 Mod,100,0,10,10,AP Round,Exclusive,Camo Cloak,6906,258,49
718,Elementary8,Night,50,RF,Lee Enfield,95,0,8,0,AP Round,Exclusive,Camo Cloak,6903,258,50
718,Elementary8,Night,48,RF,WA2000,100,0,10,0,AP Round,Optical,Camo Cloak,6735,252,51
718,Elementary8,Night,20095,RF,Type88 Mod,100,0,10,10,Exclusive,Exclusive,Camo Cloak,6644,249,52
718,Elementary8,Night,296,RF,Gr SL8,100,0,8,0,AP Round,Optical,Camo Cloak,6654,249,53
718,Elementary8,Night,20044,RF,SV-98 Mod,100,0,9,8,AP Round,Optical,Exclusive,6578,246,54
718,Elementary8,Night,1024,RF,Rico,100,0,10,0,Sniper Round,Optical,Exclusive,6167,231,55
718,Elementary8,Night,127,SMG,Type79,100,0,1,0,T-Exo,Exclusive,Holographic,2750,206,56
718,Elementary8,Night,88,MG,MG3,50,0,1,0,Sniper Round,Holographic,Exclusive,1155,72,57
718,Elementary8,Night,1029,AR,Agent 416,50,0,1,0,Silencer,Exclusive,T-Exo,286,39,58
718,Elementary8,Night,317,RF,Mondragon M1908,50,0,1,0,Sniper Round,Silencer,Exclusive,255,9,59
724,Intermediate4,Night,20055,AR,M4A1 Mod,200,1,10,10,Optical,HV Round,Exclusive,8492,1167,1
724,Intermediate4,Night,20065,AR,416 Mod,200,1,10,10,Exclusive,HV Round,Exclusive,7556,1038,2
724,Intermediate4,Night,20122,AR,Gr G11 Mod,100,0,10,2,Optical,HV Round,Exclusive,7362,1012,3
724,Intermediate4,Night,20056,AR,M4 SOPMOD II Mod,200,1,10,10,Optical,Exclusive,HV Round,7240,995,4
724,Intermediate4,Night,20057,AR,ST AR-15 Mod,200,1,10,10,Optical,Exclusive,Exclusive,6874,945,5
724,Intermediate4,Night,213,SMG,C-MS,100,0,10,0,Chip,AP Round,Red Dot,7414,926,6
724,Intermediate4,Night,20026,SMG,Gr MP5 Mod,150.3842,1,10,10,Exclusive,HP Round,Exclusive,7245,905,7
724,Intermediate4,Night,54,AR,M16A1,100,0,4,0,HV Round,Armor Plate,Exclusive,6488,892,8
724,Intermediate4,Night,206,AR,AK-12,150,1,10,0,Holographic,HV Round,Chip,6446,886,9
724,Intermediate4,Night,20143,SMG,RO635 Mod,119.8058,1,10,8,Exclusive,HP Round,Red Dot,7095,886,10
724,Intermediate4,Night,205,AR,AN-94,150,1,10,0,Holographic,HV Round,Chip,6371,876,11
724,Intermediate4,Night,1027,AR,Angelica,100,0,10,0,Optical,HV Round,Exclusive,5941,816,12
724,Intermediate4,Night,20032,SMG,Micro Uzi Mod,100,0,8,9,T-Exo,HP Round,Exclusive,6514,814,13
724,Intermediate4,Night,20103,SMG,UMP45 Mod,100,0,10,10,Exclusive,HP Round,Exclusive,6485,810,14
724,Intermediate4,Night,73,AR,AUG,150,1,10,0,Optical,HV Round,T-Exo,5867,806,15
724,Intermediate4,Night,20060,AR,AS Val Mod,100,0,10,10,Optical,Exclusive,T-Exo,5723,786,16
724,Intermediate4,Night,20064,AR,Gr G36 Mod,100,0,8,8,Exclusive,HV Round,T-Exo,5641,775,17
724,Intermediate4,Night,20061,AR,StG44 Mod,200,1,8,1,Optical,Exclusive,T-Exo,5629,773,18
724,Intermediate4,Night,20136,SMG,PP-19 Mod,100,0,10,3,T-Exo,HP Round,Red Dot,6169,771,19
724,Intermediate4,Night,20029,SMG,STEN Mk? Mod,100,0,4,1,T-Exo,HP Round,Exclusive,6126,765,20
724,Intermediate4,Night,20,SMG,Vector,100,0,10,0,T-Exo,HP Round,Red Dot,6000,750,21
724,Intermediate4,Night,194,AR,K2,100,0,10,0,Optical,HV Round,T-Exo,5329,732,22
724,Intermediate4,Night,245,SMG,P90,100,0,8,0,T-Exo,HP Round,Holographic,5849,731,23
724,Intermediate4,Night,20101,SMG,UMP9 Mod,100,0,1,1,T-Exo,HP Round,Holographic,5843,730,24
724,Intermediate4,Night,106,AR,FAL,100,0,9,0,Optical,HV Round,T-Exo,5304,729,25
724,Intermediate4,Night,274,AR,ACR,100,0,10,0,Optical,HV Round,T-Exo,5127,704,26
724,Intermediate4,Night,119,AR,OTs-14,100,0,9,0,Optical,HV Round,T-Exo,5111,702,27
724,Intermediate4,Night,215,AR,MDR,100,0,1,0,Exclusive,HV Round,T-Exo,5066,696,28
724,Intermediate4,Night,20071,AR,Galil Mod,100,0,2,1,Optical,HV Round,Exclusive,5013,689,29
724,Intermediate4,Night,1028,SMG,Agent Vector,100,0,8,0,T-Exo,Exclusive,Holographic,5462,682,30
724,Intermediate4,Night,183,HG,Contender,90.2473,0,10,0,Auxiliary Sights,AP Round,X-Exo,4860,668,31
724,Intermediate4,Night,20039,RF,Mosin-Nagant Mod,200,1,9,8,AP Round,Exclusive,Exclusive,7500,562,32
724,Intermediate4,Night,20053,RF,NTW-20 Mod,95,0,10,10,Exclusive,Optical,Camo Cloak,7203,540,33
724,Intermediate4,Night,20252,RF,KSVK Mod,95.3911,0,10,10,Exclusive,Optical,Camo Cloak,7068,530,34
724,Intermediate4,Night,266,RF,R93,100,0,10,0,AP Round,Optical,Camo Cloak,6957,521,35
724,Intermediate4,Night,125,MG,Gr MG4,100,0,8,0,Special AP Round,Exclusive,Ammo Box,13821,518,36
724,Intermediate4,Night,20037,RF,M14 Mod,100,0,10,10,AP Round,Exclusive,Camo Cloak,6906,517,37
724,Intermediate4,Night,50,RF,Lee Enfield,95,0,8,0,AP Round,Exclusive,Camo Cloak,6903,517,38
724,Intermediate4,Night,36,RF,Springfield,100,0,3,0,Exclusive,Optical,Camo Cloak,6881,516,39
724,Intermediate4,Night,20081,MG,LWMMG Mod,109.1313,1,8,8,Special AP Round,Exclusive,Ammo Box,13632,511,40
724,Intermediate4,Night,48,RF,WA2000,100,0,10,0,AP Round,Optical,Camo Cloak,6735,505,41
724,Intermediate4,Night,296,RF,Gr SL8,100,0,8,0,AP Round,Optical,Camo Cloak,6654,499,42
724,Intermediate4,Night,20095,RF,Type88 Mod,100,0,10,10,Exclusive,Exclusive,Camo Cloak,6644,498,43
724,Intermediate4,Night,20044,RF,SV-98 Mod,100,0,9,8,AP Round,Optical,Exclusive,6578,493,44
724,Intermediate4,Night,188,SG,S.A.T.8,100,0,8,0,Armor Plate,Buckshot Shell,Holographic,7827,489,45
724,Intermediate4,Night,1024,RF,Rico,100,0,10,0,AP Round,Optical,Exclusive,6422,481,46
724,Intermediate4,Night,157,SG,Am KSG,100,0,8,0,Armor Plate,Buckshot Shell,Holographic,7497,468,47
724,Intermediate4,Night,253,MG,Lewis,100,0,3,0,Special AP Round,Optical,Ammo Box,12498,468,48
724,Intermediate4,Night,14,HG,Astra,100,0,8,0,Silencer,Exclusive,T-Exo,3319,456,49
724,Intermediate4,Night,20154,SG,M500 Mod,100,0,10,8,Armor Plate,Slug Shell,Holographic,7269,454,50
724,Intermediate4,Night,323,SG,LTLX7000,100,0,10,0,Armor Plate,Slug Shell,Holographic,6987,436,51
724,Intermediate4,Night,127,SMG,Type79,100,0,1,0,T-Exo,Exclusive,Holographic,2750,343,52
724,Intermediate4,Night,110,MG,FG42,100,0,1,0,AP Round,Exclusive,Ammo Box,7644,286,53
724,Intermediate4,Night,1029,AR,Agent 416,50,0,1,0,Silencer,Exclusive,T-Exo,286,39,54
724,Intermediate4,Night,317,RF,Mondragon M1908,50,0,1,0,AP Round,Silencer,Exclusive,267,20,55
724,Intermediate4,Night,1031,RF,Pekola,50,0,1,0,AP Round,Silencer,Exclusive,245,18,56
728,Intermediate8,Night,183,HG,Contender,90.2473,0,10,0,Auxiliary Sights,AP Round,X-Exo,4860,972,1
728,Intermediate8,Night,213,SMG,C-MS,100,0,10,0,Chip,AP Round,Red Dot,7414,926,2
728,Intermediate8,Night,20026,SMG,Gr MP5 Mod,150.3842,1,10,10,Exclusive,HP Round,Exclusive,7245,905,3
728,Intermediate8,Night,20143,SMG,RO635 Mod,119.8058,1,10,8,Exclusive,HP Round,Red Dot,7095,886,4
728,Intermediate8,Night,20097,HG,M950A Mod,100,0,10,10,Exclusive,HP Round,X-Exo,4377,875,5
728,Intermediate8,Night,20032,SMG,Micro Uzi Mod,100,0,8,9,Chip,HP Round,Exclusive,6928,866,6
728,Intermediate8,Night,162,SG,SPAS-12,100,0,1,0,Armor Plate,Buckshot Shell,Red Dot,7135,856,7
728,Intermediate8,Night,20007,HG,Stechkin Mod,100,0,10,8,Silencer,HP Round,Exclusive,4098,819,8
728,Intermediate8,Night,20103,SMG,UMP45 Mod,100,0,10,10,Exclusive,HP Round,Exclusive,6485,810,9
728,Intermediate8,Night,202,HG,Thunder,100,0,8,0,Silencer,HP Round,T-Exo,3333,799,10
728,Intermediate8,Night,188,SG,S.A.T.8,100,0,8,0,Armor Plate,Buckshot Shell,Red Dot,7975,797,11
728,Intermediate8,Night,20001,HG,SAA Mod,100,0,10,10,Exclusive,HP Round,T-Exo,3968,793,12
728,Intermediate8,Night,242,HG,P22,100,0,10,0,Silencer,HP Round,X-Exo,3865,773,13
728,Intermediate8,Night,20055,AR,M4A1 Mod,200,1,10,10,Optical,HV Round,Exclusive,8492,743,14
728,Intermediate8,Night,157,SG,Am KSG,100,0,8,0,Armor Plate,Slug Shell,Holographic,7298,729,15
728,Intermediate8,Night,20154,SG,M500 Mod,100,0,10,8,Armor Plate,Slug Shell,Holographic,7269,726,16
728,Intermediate8,Night,323,SG,LTLX7000,100,0,10,0,Armor Plate,Slug Shell,Holographic,6987,698,17
728,Intermediate8,Night,1028,SMG,Agent Vector,100,0,8,0,Chip,Exclusive,Holographic,5515,689,18
728,Intermediate8,Night,14,HG,Astra,100,0,8,0,Silencer,Exclusive,T-Exo,3319,663,19
728,Intermediate8,Night,20065,AR,416 Mod,200,1,10,10,Exclusive,HV Round,Exclusive,7556,661,20
728,Intermediate8,Night,20122,AR,Gr G11 Mod,100,0,10,2,Optical,HV Round,Exclusive,7362,644,21
728,Intermediate8,Night,20056,AR,M4 SOPMOD II Mod,200,1,10,10,Optical,Exclusive,HV Round,7240,633,22
728,Intermediate8,Night,20057,AR,ST AR-15 Mod,200,1,10,10,Optical,Exclusive,Exclusive,6874,601,23
728,Intermediate8,Night,20039,RF,Mosin-Nagant Mod,200,1,9,8,AP Round,Exclusive,Exclusive,7500,562,24
728,Intermediate8,Night,54,AR,M16A1,100,0,4,0,HV Round,T-Exo,Exclusive,6377,557,25
728,Intermediate8,Night,20053,RF,NTW-20 Mod,95,0,10,10,Exclusive,Optical,Camo Cloak,7203,540,26
728,Intermediate8,Night,20252,RF,KSVK Mod,95.3911,0,10,10,Exclusive,Optical,Camo Cloak,7068,530,27
728,Intermediate8,Night,266,RF,R93,100,0,10,0,AP Round,Optical,Camo Cloak,6957,521,28
728,Intermediate8,Night,1027,AR,Angelica,100,0,10,0,Optical,HV Round,Exclusive,5941,519,29
728,Intermediate8,Night,125,MG,Gr MG4,100,0,8,0,Special AP Round,Exclusive,Ammo Box,13821,518,30
728,Intermediate8,Night,20037,RF,M14 Mod,100,0,10,10,AP Round,Exclusive,Camo Cloak,6906,517,31
728,Intermediate8,Night,50,RF,Lee Enfield,95,0,8,0,AP Round,Exclusive,Camo Cloak,6903,517,32
728,Intermediate8,Night,206,AR,AK-12,150,1,10,0,Optical,HV Round,T-Exo,5907,516,33
728,Intermediate8,Night,36,RF,Springfield,100,0,3,0,Exclusive,Optical,Camo Cloak,6881,516,34
728,Intermediate8,Night,205,AR,AN-94,150,1,10,0,Optical,HV Round,T-Exo,5867,513,35
728,Intermediate8,Night,73,AR,AUG,150,1,10,0,Optical,HV Round,T-Exo,5867,513,36
728,Intermediate8,Night,20081,MG,LWMMG Mod,109.1313,1,8,8,Special AP Round,Exclusive,Ammo Box,13632,511,37
728,Intermediate8,Night,48,RF,WA2000,100,0,10,0,AP Round,Optical,Camo Cloak,6735,505,38
728,Intermediate8,Night,20060,AR,AS Val Mod,100,0,10,10,Optical,Exclusive,T-Exo,5723,500,39
728,Intermediate8,Night,296,RF,Gr SL8,100,0,8,0,AP Round,Optical,Camo Cloak,6654,499,40
728,Intermediate8,Night,20095,RF,Type88 Mod,100,0,10,10,Exclusive,Exclusive,Camo Cloak,6644,498,41
728,Intermediate8,Night,20064,AR,Gr G36 Mod,100,0,8,8,Exclusive,HV Round,T-Exo,5641,493,42
728,Intermediate8,Night,20044,RF,SV-98 Mod,100,0,9,8,AP Round,Optical,Exclusive,6578,493,43
728,Intermediate8,Night,20061,AR,StG44 Mod,200,1,8,1,Optical,Exclusive,T-Exo,5629,492,44
728,Intermediate8,Night,1024,RF,Rico,100,0,10,0,AP Round,Optical,Exclusive,6422,481,45
728,Intermediate8,Night,253,MG,Lewis,100,0,3,0,Special AP Round,Optical,Ammo Box,12498,468,46
728,Intermediate8,Night,194,AR,K2,100,0,10,0,Optical,HV Round,T-Exo,5329,466,47
728,Intermediate8,Night,106,AR,FAL,100,0,9,0,Optical,HV Round,T-Exo,5304,464,48
728,Intermediate8,Night,274,AR,ACR,100,0,10,0,Optical,HV Round,T-Exo,5127,448,49
728,Intermediate8,Night,215,AR,MDR,100,0,1,0,Exclusive,HV Round,T-Exo,5066,443,50
728,Intermediate8,Night,119,AR,OTs-14,100,0,9,0,Silencer,HV Round,T-Exo,5010,438,51
728,Intermediate8,Night,172,AR,Am RFB,100,0,10,0,Exclusive,HV Round,T-Exo,5003,437,52
728,Intermediate8,Night,127,SMG,Type79,100,0,1,0,T-Exo,Exclusive,Holographic,2750,343,53
728,Intermediate8,Night,20075,MG,M1918 Mod,100,0,8,10,AP Round,Holographic,Exclusive,8348,313,54
728,Intermediate8,Night,109,MG,Gr MG5,100,0,10,0,AP Round,Holographic,Ammo Box,8067,302,55
728,Intermediate8,Night,276,MG,Kord,95.6258,0,10,0,AP Round,Holographic,Ammo Box,7958,298,56
728,Intermediate8,Night,292,MG,RPK-16,100,0,10,0,Sniper Round,Holographic,Ammo Box,7348,275,57
728,Intermediate8,Night,88,MG,MG3,50,0,1,0,Sniper Round,Holographic,Exclusive,1155,43,58
728,Intermediate8,Night,1029,AR,Agent 416,50,0,1,0,Silencer,Exclusive,T-Exo,286,25,59
728,Intermediate8,Night,317,RF,Mondragon M1908,50,0,1,0,Sniper Round,Silencer,Exclusive,255,19,60
733,Advanced3,Night,183,HG,Contender,90.2473,0,10,0,Auxiliary Sights,AP Round,X-Exo,4860,972,1
733,Advanced3,Night,20097,HG,M950A Mod,100,0,10,10,Exclusive,HP Round,X-Exo,4377,875,2
733,Advanced3,Night,20039,RF,Mosin-Nagant Mod,200,1,9,8,AP Round,Exclusive,Exclusive,7500,843,3
733,Advanced3,Night,20007,HG,Stechkin Mod,100,0,10,8,Silencer,HP Round,Exclusive,4098,819,4
733,Advanced3,Night,20053,RF,NTW-20 Mod,95,0,10,10,Exclusive,Optical,Camo Cloak,7203,810,5
733,Advanced3,Night,188,SG,S.A.T.8,100,0,8,0,Armor Plate,Buckshot Shell,Red Dot,7975,797,6
733,Advanced3,Night,20252,RF,KSVK Mod,95.3911,0,10,10,Exclusive,Optical,Camo Cloak,7068,795,7
733,Advanced3,Night,20001,HG,SAA Mod,100,0,10,10,Exclusive,HP Round,T-Exo,3968,793,8
733,Advanced3,Night,266,RF,R93,100,0,10,0,AP Round,Optical,Camo Cloak,6957,782,9
733,Advanced3,Night,20037,RF,M14 Mod,100,0,10,10,AP Round,Exclusive,Camo Cloak,6906,776,10
733,Advanced3,Night,50,RF,Lee Enfield,95,0,8,0,AP Round,Exclusive,Camo Cloak,6903,776,11
733,Advanced3,Night,36,RF,Springfield,100,0,3,0,Exclusive,Optical,Camo Cloak,6881,774,12
