ID,No.,Type,Star,Name,Doll ID,Doll,Damage,Accuracy,Evasion,Move Speed,Rate of Fire,Crit.Rate,Crit.Damage,Armor Pen.,Armor,Shield,Damage Amplify,Damage Reduction,Night View,Rounds,Equip Exp,Equip Level,Adjust Count,Locked
24259158,32,High-velocity,?????,APCR High-Velocity Ammo,106453497,K2,15,0,0,0,0,0%,0%,0,0,0,0%,0%,0%,0,10000,10,0,Locked
24342055,99,Exclusive,?????,Inherited Case,104367291,M4A1 Mod,20,0,0,0,20,0%,0%,0,15,0,0%,0%,0%,0,30000,10,16,Locked
24371031,44,Armor Plate,?????,Type 3 Armor Plate,173218314,LTLX7000,0,0,-2,0,0,0%,0%,0,10,0,0%,0%,0%,0,10000,10,0,Locked
24547784,15,Night Equipment,????,PEQ-15,-,-,0,0,0,0,0,0%,0%,0,0,0,0%,0%,83%,0,0,0,0,Locked
24550864,66,Suppressor,?????,AC4 Suppressor,116577539,Five-seven,0,0,6,0,0,0%,12%,0,0,0,0%,0%,0%,0,0,0,0,Locked
24576212,86,Exclusive,?????,Hayha Memory Chip,104226608,Mosin-Nagant Mod,30,0,5,0,0,30%,0%,0,0,0,0%,0%,0%,0,30000,10,26,Locked
24580276,58,X-Exo,?????,IOP X4 Exoskeleton,132713559,AUG,0,0,17,0,0,0%,0%,0,0,0,0%,0%,0%,0,2800,6,6,Locked
24621507,106,Exclusive,?????,EOT XPS3,107677706,416 Mod,8,14,0,0,0,0%,25%,0,0,0,0%,0%,0%,0,30000,10,26,Locked
24696960,4,Optical,?????,VFL 6-24X56,105421921,M1918 Mod,0,0,0,0,0,0%,48%,0,0,0,0%,0%,0%,0,10000,10,7,Locked
24740516,68,Ammunition Box,?????,IOP Maximum Ammo Box,104226640,Gr MG5,0,0,-2,0,0,0%,0%,0,0,0,0%,0%,0%,4,10000,10,0,Locked
24869507,100,Exclusive,?????,Lightweight Rail Kit,104662421,ST AR-15 Mod,15,10,0,0,0,30%,0%,0,0,0,0%,0%,0%,0,30000,10,6,Locked
24946355,66,Suppressor,?????,AC4 Suppressor,104659088,Contender,0,0,7,0,0,0%,14%,0,0,0,0%,0%,0%,0,0,0,0,Locked
25036950,68,Ammunition Box,?????,IOP Maximum Ammo Box,148296767,Kord,0,0,-2,0,0,0%,0%,0,0,0,0%,0%,0%,4,10000,10,0,Locked
25063560,66,Suppressor,?????,AC4 Suppressor,108617014,Python,0,0,6,0,0,0%,13%,0,0,0,0%,0%,0%,0,0,0,0,Locked
25147439,126,Exclusive,?????,Dinergate RO,104491506,M4 SOPMOD II Mod,32,13,0,0,-2,0%,0%,0,0,0,0%,0%,0%,0,16801,8,11,Locked
25244545,44,Armor Plate,?????,Type 3 Armor Plate,121184520,S.A.T.8,0,0,-3,0,0,0%,0%,0,9,0,0%,0%,0%,0,2800,6,1,Locked
25244546,66,Suppressor,?????,AC4 Suppressor,114452359,Five-seven,0,0,6,0,0,0%,13%,0,0,0,0%,0%,0%,0,0,0,0,Locked
25359829,20,Armor-piercing,?????,Mk211 High-Explosive Armor-Piercing Ammo,109720298,WA2000,0,0,0,0,0,0%,0%,180,0,0,0%,0%,0%,0,10000,10,8,Locked
25369639,58,X-Exo,?????,IOP X4 Exoskeleton,132827263,MP-446 Mod,0,0,18,0,0,0%,0%,0,0,0,0%,0%,0%,0,5600,8,4,Locked
25425051,4,Optical,?????,VFL 6-24X56,104491506,M4 SOPMOD II Mod,0,0,0,0,0,0%,48%,0,0,0,0%,0%,0%,0,10000,10,5,Locked
25565201,72,Hollow-point,?????,ILM Hollow-Point Ammo,132829498,M1895 Mod,8,0,0,0,0,0%,0%,-8,0,0,0%,0%,0%,0,0,0,0,Locked
25589095,4,Optical,?????,VFL 6-24X56,131324596,Carcano M91/38,0,0,0,0,0,0%,48%,0,0,0,0%,0%,0%,0,10000,10,16,Locked
25770214,66,Suppressor,?????,AC4 Suppressor,118852376,Px4 Storm,0,0,6,0,0,0%,12%,0,0,0,0%,0%,0%,0,0,0,0,Locked
25873271,16,Night Equipment,?????,PEQ-16A,109376431,OTs-14,0,0,0,0,0,0%,0%,0,0,0,0%,0%,96%,0,1,0,4,Locked
25884823,111,Exclusive,?????,K6-24X56,104226608,Mosin-Nagant Mod,0,6,0,0,0,0%,50%,0,0,0,0%,0%,0%,0,30000,10,16,Locked
25917164,32,High-velocity,?????,APCR High-Velocity Ammo,104716727,AN-94,20,0,0,0,0,0%,0%,0,0,0,0%,0%,0%,0,10000,10,1,Locked
25938193,4,Optical,?????,VFL 6-24X56,145477645,KSVK Mod,0,0,0,0,0,0%,48%,0,0,0,0%,0%,0%,0,10000,10,4,Locked
26080720,4,Optical,?????,VFL 6-24X56,131055412,Lewis,0,0,0,0,0,0%,48%,0,0,0,0%,0%,0%,0,10000,10,7,Locked
26150248,132,Exclusive,?????,Gr MG4 MGO,139576225,Gr MG4,0,18,0,0,-1,0%,20%,0,0,0,0%,0%,0%,0,1,0,0,Locked
26267564,90,Camouflage Cape,?????,Thermoptic Camouflage Cape,122727776,R93,0,0,0,-3,0,25%,0%,0,0,0,0%,0%,0%,0,10000,10,8,Locked
26292354,20,Armor-piercing,?????,Mk211 High-Explosive Armor-Piercing Ammo,163558698,Gr SL8,0,0,0,0,0,0%,0%,172,0,0,0%,0%,0%,0,10000,10,0,Locked
26313991,182,Exclusive,?????,S&B762,130511856,Type79,13,0,0,0,-4,0%,0%,0,0,0,0%,0%,0%,0,276,0,0,Locked
26361796,90,Camouflage Cape,?????,Thermoptic Camouflage Cape,145477645,KSVK Mod,0,0,0,-3,0,25%,0%,0,0,0,0%,0%,0%,0,10000,10,10,Locked
26456659,4,Optical,?????,VFL 6-24X56,127918292,NTW-20 Mod,0,0,0,0,0,0%,48%,0,0,0,0%,0%,0%,0,10000,10,18,Locked
26764707,122,Exclusive,?????,SAA Long Barrel,105921797,SAA Mod,1,0,6,0,0,0%,12%,0,0,0,0%,0%,0%,0,101,0,0,Locked
26944847,32,High-velocity,?????,APCR High-Velocity Ammo,104365381,FAL,13,0,0,0,0,0%,0%,0,0,0,0%,0%,0%,0,10000,10,5,Locked
27216551,66,Suppressor,?????,AC4 Suppressor,-,-,0,0,6,0,0,0%,12%,0,0,0,0%,0%,0%,0,0,0,0,Locked
27306864,4,Optical,?????,VFL 6-24X56,109720298,WA2000,0,0,0,0,0,0%,48%,0,0,0,0%,0%,0%,0,10000,10,11,Locked
27356331,80,Slug,?????,SABOT Slug,107677931,Type97S,0,9,0,0,0,0%,0%,0,0,0,0%,0%,0%,0,1,0,0,Locked
27383624,40,T-Exo,?????,IOP T4 Exoskeleton,134484198,P22,-7,0,22,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,Locked
27455454,40,T-Exo,?????,IOP T4 Exoskeleton,119274072,El Clear,-7,0,25,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,5,Locked
27462294,43,Armor Plate,????,Type 2 Armor Plate,109915409,M870,0,0,-1,0,0,0%,0%,0,5,0,0%,0%,0%,0,1575,6,0,Locked
27468508,15,Night Equipment,????,PEQ-15,-,-,0,0,0,0,0,0%,0%,0,0,0,0%,0%,83%,0,0,0,0,Locked
27468572,4,Optical,?????,VFL 6-24X56,107266403,Kar98k,0,0,0,0,0,0%,48%,0,0,0,0%,0%,0%,0,10000,10,6,Locked
27622708,129,Exclusive,?????,M2 Bipod,103745491,M14 Mod,0,10,0,0,0,0%,48%,0,0,0,0%,0%,0%,0,30000,10,16,Locked
27819732,4,Optical,?????,VFL 6-24X56,104226640,Gr MG5,0,0,0,0,0,0%,48%,0,0,0,0%,0%,0%,0,10000,10,9,Locked
27856164,40,T-Exo,?????,IOP T4 Exoskeleton,131594039,M950A Mod,-8,0,31,0,0,0%,0%,0,0,0,0%,0%,0%,0,2825,6,5,Locked
27858251,66,Suppressor,?????,AC4 Suppressor,150581425,P90,0,0,6,0,0,0%,12%,0,0,0,0%,0%,0%,0,0,0,0,Locked
27949037,40,T-Exo,?????,IOP T4 Exoskeleton,104659088,Contender,-8,0,31,0,0,0%,0%,0,0,0,0%,0%,0%,0,2825,6,5,Locked
27950531,184,Exclusive,?????,Fairy Tale Picture Books,142879584,Angelica,10,0,11,0,0,0%,0%,0,0,0,0%,0%,0%,0,4601,4,1,Locked
27988921,183,Exclusive,?????,Duelling Cards,143146886,Rico,0,0,0,-3,0,37%,0%,0,0,0,0%,0%,0%,0,9176,6,7,Locked
28029428,187,Exclusive,?????,Antique Kaleidoscope,-,-,0,2,6,0,0,0%,13%,0,0,0,0%,0%,0%,0,1,0,0,Locked
28029435,186,Exclusive,?????,Bayonet,-,-,7,0,0,0,0,10%,12%,0,0,0,0%,0%,0%,0,1,0,0,Locked
28098077,4,Optical,?????,VFL 6-24X56,104365240,M2HB,0,0,0,0,0,0%,48%,0,0,0,0%,0%,0%,0,10000,10,14,Locked
28167525,4,Optical,?????,VFL 6-24X56,140725823,AN-94,0,0,0,0,0,0%,45%,0,0,0,0%,0%,0%,0,7650,9,6,Locked
28178279,185,Exclusive,?????,Spectacles,-,-,3,1,0,0,0,0%,21%,0,0,0,0%,0%,0%,0,1,0,0,Locked
28178282,188,Exclusive,?????,Meteorite,-,-,3,2,0,0,0,0%,20%,0,0,0,0%,0%,0%,0,1,0,0,Locked
28178285,189,Exclusive,?????,Wristwatch,-,-,3,1,0,0,0,0%,21%,0,0,0,0%,0%,0%,0,1,0,0,Locked
28279649,44,Armor Plate,?????,Type 3 Armor Plate,129343359,Am KSG,0,0,-3,0,0,0%,0%,0,10,0,0%,0%,0%,0,4025,7,1,Locked
28302824,40,T-Exo,?????,IOP T4 Exoskeleton,132829498,M1895 Mod,-7,0,31,0,0,0%,0%,0,0,0,0%,0%,0%,0,2800,6,11,Locked
28379725,4,Optical,?????,VFL 6-24X56,147761475,M1895 CB,0,0,0,0,0,0%,45%,0,0,0,0%,0%,0%,0,7625,9,7,Locked
28403719,16,Night Equipment,?????,PEQ-16A,125743939,Gr G11 Mod,0,0,0,0,0,0%,0%,0,0,0,0%,0%,95%,0,1,0,0,Locked
28452795,43,Armor Plate,????,Type 2 Armor Plate,-,-,0,0,-1,0,0,0%,0%,0,5,0,0%,0%,0%,0,2801,8,0,Locked
28475850,110,High-velocity,?????,16Lab High-Velocity Ammo,107677706,416 Mod,20,0,0,0,0,0%,0%,0,0,0,0%,0%,0%,0,10000,10,0,Locked
28491444,95,Hollow-point,?????,16Lab Hollow-Point,104244096,Vector,15,0,0,0,0,0%,0%,-7,0,0,0%,0%,0%,0,10000,10,0,Locked
28493220,179,Exclusive,?????,WML & Tactical Handguard,131594039,M950A Mod,0,0,20,0,0,0%,20%,0,0,0,0%,0%,0%,0,30000,10,6,Locked
28520281,20,Armor-piercing,?????,Mk211 High-Explosive Armor-Piercing Ammo,105421921,M1918 Mod,0,0,0,0,0,0%,0%,172,0,0,0%,0%,0%,0,10000,10,0,Locked
28569367,32,High-velocity,?????,APCR High-Velocity Ammo,142879584,Angelica,20,0,0,0,0,0%,0%,0,0,0,0%,0%,0%,0,10000,10,11,Locked
28824093,4,Optical,?????,VFL 6-24X56,143146886,Rico,0,0,0,0,0,0%,45%,0,0,0,0%,0%,0%,0,7600,9,11,Locked
28911428,159,Exclusive,?????,Tactical Headwear,107677706,416 Mod,25,0,20,0,0,10%,0%,0,0,0,0%,0%,0%,0,30000,10,6,Locked
29003157,16,Night Equipment,?????,PEQ-16A,-,-,0,0,0,0,0,0%,0%,0,0,0,0%,0%,98%,0,0,0,0,Locked
29037811,16,Night Equipment,?????,PEQ-16A,-,-,0,0,0,0,0,0%,0%,0,0,0,0%,0%,95%,0,0,0,0,Locked
29071291,90,Camouflage Cape,?????,Thermoptic Camouflage Cape,103745491,M14 Mod,0,0,0,-3,0,13%,0%,0,0,0,0%,0%,0%,0,1,0,0,Locked
29104903,4,Optical,?????,VFL 6-24X56,148588196,Kord,0,0,0,0,0,0%,34%,0,0,0,0%,0%,0%,0,4425,7,7,Locked
29156909,4,Optical,?????,VFL 6-24X56,104367291,M4A1 Mod,0,0,0,0,0,0%,45%,0,0,0,0%,0%,0%,0,7826,9,8,Locked
29235445,66,Suppressor,?????,AC4 Suppressor,-,-,0,0,6,0,0,0%,13%,0,0,0,0%,0%,0%,0,0,0,0,Locked
29366180,32,High-velocity,?????,APCR High-Velocity Ammo,132713559,AUG,20,0,0,0,0,0%,0%,0,0,0,0%,0%,0%,0,10000,10,4,Locked
29374247,32,High-velocity,?????,APCR High-Velocity Ammo,104367291,M4A1 Mod,16,0,0,0,0,0%,0%,0,0,0,0%,0%,0%,0,10000,10,0,Locked
29374309,160,Exclusive,?????,No32 MKI,105331272,Lee Enfield,0,0,0,0,3,0%,45%,0,0,0,0%,0%,0%,0,23401,9,0,Locked
29383227,169,Exclusive,?????,Am RFB Quad Rail,-,-,0,0,0,0,0,7%,22%,0,0,0,0%,0%,0%,0,1376,2,0,Locked
29398965,71,Hollow-point,????,ILM Hollow-Point Ammo,105411533,Gr MP5 Mod,4,0,0,0,0,0%,0%,-5,0,0,0%,0%,0%,0,1,0,0,Locked
29449029,66,Suppressor,?????,AC4 Suppressor,114523422,Welrod Mk?,0,0,6,0,0,0%,12%,0,0,0,0%,0%,0%,0,1,0,0,Locked
29497847,150,Exclusive,?????,ZFG42,-,-,0,13,0,0,-3,0%,20%,0,0,0,0%,0%,0%,0,1,0,0,Locked
29526027,90,Camouflage Cape,?????,Thermoptic Camouflage Cape,105331272,Lee Enfield,0,0,0,-3,0,12%,0%,0,0,0,0%,0%,0%,0,0,0,0,Locked
29545070,68,Ammunition Box,?????,IOP Maximum Ammo Box,131055412,Lewis,0,0,-3,0,0,0%,0%,0,0,0,0%,0%,0%,5,10000,10,1,Locked
29550578,72,Hollow-point,?????,ILM Hollow-Point Ammo,122845441,PP-19 Mod,8,0,0,0,0,0%,0%,-9,0,0,0%,0%,0%,0,1,0,0,Locked
29560617,90,Camouflage Cape,?????,Thermoptic Camouflage Cape,109720298,WA2000,0,0,0,-3,0,25%,0%,0,0,0,0%,0%,0%,0,10000,10,2,Locked
29564098,16,Night Equipment,?????,PEQ-16A,-,-,0,0,0,0,0,0%,0%,0,0,0,0%,0%,94%,0,0,0,0,Locked
29566467,40,T-Exo,?????,IOP T4 Exoskeleton,108617014,Python,-6,0,20,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,Locked
29567557,90,Camouflage Cape,?????,Thermoptic Camouflage Cape,127918292,NTW-20 Mod,0,0,0,-3,0,25%,0%,0,0,0,0%,0%,0%,0,10000,10,6,Locked
29598595,4,Optical,?????,VFL 6-24X56,104716727,AN-94,0,0,0,0,0,0%,48%,0,0,0,0%,0%,0%,0,10000,10,7,Locked
29601732,113,Exclusive,?????,M1895 Suppressor,132829498,M1895 Mod,0,2,10,0,0,0%,15%,0,0,0,0%,0%,0%,0,1,0,6,Locked
29722582,40,T-Exo,?????,IOP T4 Exoskeleton,-,-,-7,0,21,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,Locked
29944639,90,Camouflage Cape,?????,Thermoptic Camouflage Cape,142421562,Type88 Mod,0,0,0,-3,0,15%,0%,0,0,0,0%,0%,0%,0,1,0,2,Locked
30054493,201,Exclusive,?????,Go-Bag "V",154235256,Agent Vector,-6,0,31,0,0,0%,0%,0,0,0,0%,0%,0%,0,3126,6,0,Locked
30063144,40,T-Exo,?????,IOP T4 Exoskeleton,109981774,Grizzly,-7,0,23,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,2,Locked
30088276,204,Exclusive,?????,416's Go-Bag,-,-,0,0,12,0,0,0%,0%,0,0,0,0%,0%,0%,0,1,0,0,Locked
30129582,66,Suppressor,?????,AC4 Suppressor,109981774,Grizzly,0,0,6,0,0,0%,12%,0,0,0,0%,0%,0%,0,0,0,0,Locked
30149869,200,Exclusive,?????,.45 Hollow Point Ammo (Incendiary),154235256,Agent Vector,10,0,0,0,0,0%,0%,-7,0,0,0%,0%,0%,0,1,0,0,Locked
